Id,Age,Gender,Marital_status,Numofcomp_worked,Work_Experience,Last_salary,Salary_hike,Work_hours,Traveling_required,NoticePeriod_buyout,Job_type,Whether_comp_Possess_vehicle,Work_location,Traveltowork_distance_time,Work_area_living_cost,Public_transport_nearby,Current_employment,Offer_letter_Processtime_week,Bonus,Allowance,Overtime_pay,Emp_shares_scheme,Performance_incentive,Annual_leave,Medical_Family,Child_day_care,Nursing_room,Parking,Comp_size,Comp_rating,Work_life,Stresslevel,Accept_offer
1683,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
1684,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1685,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
1686,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,High Cost,Yes,Unemployed/Resigned,4,No,No,Yes,No,Yes,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
1687,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
1688,27-33,Male,Single,3-5',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Contract,Yes,Business Centre,Near,High Cost,No,Working,3,Yes,No,No,No,Yes,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,Yes
1689,34-40,Male,Married,3-5',8 Above,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Far,High Cost,No,Working,3,No,No,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
1690,19-26,Female,Single,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Town,Near,High Cost,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,No,200 to 500,High,High,High,No
1691,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
1692,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1693,19-26,Female,Married,0-2',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
1694,19-26,Male,Single,3-5',2,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Outskirt Town,Average,Low Cost,No,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1695,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Contract,No,Outskirt Town,Far,Average,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
1696,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
1697,27-33,Male,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,2,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
1698,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1699,19-26,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
1700,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
1701,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1702,19-26,Male,Single,3-5',2,3.5-7K,<25%,Mon-Fri,Yes,No,Permanant,No,Business Centre,Average,High Cost,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
1703,27-33,Male,Single,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,High Cost,No,Unemployed/Resigned,3,Yes,No,No,Yes,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,Low,High,No
1704,27-33,Female,Single,6-8',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,Yes,No,No,No,More Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
1705,19-26,Female,Married,0-2',5,3.5-7K,50-75%,24/7 Operation,Yes,Yes,Permanant,No,Town,Average,High Cost,No,Working,2,Yes,Yes,No,No,No,More Than 12 Days,No,Yes,No,No,More Than 5000,High,High,High,No
1706,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1707,34-40,Male,Married,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Outskirt Town,Average,High Cost,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,Yes
1708,34-40,Male,Single,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Far,Average,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
1709,27-33,Female,Single,0-2',2,3.5-7K,<25%,Mon-Fri,Yes,No,Contract,No,Town,Average,Low Cost,No,Unemployed/Resigned,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
1710,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
1711,34-40,Male,Single,0-2',8,7-10K,50-75%,Mon-Fri,Yes,No,Permanant,Yes,Town,Near,Low Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
1712,27-33,Female,Single,3-5',5,10-15K,25-50%,Flexible Hours,Yes,No,Contract,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,No,More Than 12 Days,Yes,No,Yes,No,2000 to 5000,High,High,High,Yes
1713,27-33,Female,Single,3-5',5,7-10K,50-75%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Average,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,Yes,Yes,2000 to 5000,High,Low,High,Yes
1714,27-33,Female,Married,0-2',5,3.5-7K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,High Cost,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,200 to 500,High,High,High,Yes
1715,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1716,27-33,Male,Married,0-2',8,3.5-7K,<25%,24/7 Operation,No,No,Contract,Yes,Outskirt Town,Average,Average,No,Unemployed/Resigned,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
1717,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1718,27-33,Male,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
1719,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
1720,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,500 to 2000,Low,High,High,No
1721,27-33,Male,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Far,High Cost,No,Working,1,No,No,Yes,Yes,Yes,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,No
1722,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1723,19-26,Female,Married,0-2',2,3.5-7K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Near,Low Cost,Yes,Working,3,Yes,No,Yes,No,Yes,More Than 12 Days,No,No,Yes,Yes,2000 to 5000,High,High,High,Yes
1724,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
1725,27-33,Female,Married,0-2',5,3.5-7K,25-50%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,No,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
1726,19-26,Male,Single,0-2',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,Low Cost,No,Working,5,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
1727,27-33,Female,Single,0-2',5,7-10K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,Yes,No,More Than 12 Days,Yes,No,Yes,Yes,More Than 5000,High,Low,High,Yes
1728,19-26,Female,Married,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,No,Outskirt Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
1729,40 Above,Male,Married,3-5',8 Above,7-10K,50-75%,Flexible Hours,Yes,Yes,Permanant,Yes,Business Centre,Near,High Cost,No,Working,4,No,No,Yes,Yes,Yes,More Than 12 Days,Yes,No,No,No,More Than 5000,High,High,High,Yes
1730,19-26,Female,Single,0-2',8,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,Yes,No,No,Less Than 200,High,High,High,Yes
1731,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
1732,34-40,Male,Single,3-5',5,15K Above,25-50%,24/7 Operation,Yes,No,Permanant,Yes,Business Centre,Near,High Cost,No,Working,2,Yes,No,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,Low,High,No
1733,27-33,Male,Married,3-5',8,3.5-7K,<25%,Flexible Hours,No,No,Contract,Yes,Business Centre,Near,High Cost,Yes,Working,3,Yes,No,Yes,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
1734,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
1735,34-40,Female,Married,6-8',8,10-15K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Business Centre,Far,High Cost,No,Working,5,No,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,Less Than 200,High,Low,High,No
1736,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
1737,27-33,Male,Single,0-2',5,10-15K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
1738,27-33,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,Average,Yes,Unemployed/Resigned,2,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
1739,27-33,Male,Married,0-2',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,No
1740,19-26,Female,Married,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
1741,34-40,Female,Married,3-5',8 Above,7-10K,<25%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,No
1742,27-33,Female,Single,0-2',5,7-10K,25-50%,Mon-Fri,No,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,Yes,No,More Than 12 Days,Yes,No,Yes,Yes,More Than 5000,High,Low,High,Yes
1743,19-26,Female,Married,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,No,Outskirt Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
1744,27-33,Male,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,2,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,Yes,500 to 2000,High,High,High,Yes
1745,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
1746,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1747,19-26,Male,Single,0-2',8,3.5-7K,Above 100%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,High Cost,No,Working,4,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
1748,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,No,Permanant,Yes,Town,Near,Average,No,Working,3,Yes,No,Yes,No,No,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1749,34-40,Female,Married,3-5',8,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,Average,No,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
1750,19-26,Female,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Average,Average,No,Working,2,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,No
1751,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
1752,34-40,Male,Single,3-5',8 Above,7-10K,50-75%,24/7 Operation,No,Yes,Contract,Yes,Town,Average,Average,Yes,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
1753,27-33,Male,Single,9 Above,5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Town,Near,High Cost,No,Working,3,Yes,No,Yes,No,No,Less Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
1754,27-33,Female,Married,3-5',8,7-10K,50-75%,24/7 Operation,Yes,Yes,Contract,Yes,Town,Far,Average,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
1755,19-26,Female,Married,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,No,Outskirt Town,Far,Low Cost,No,Working,2,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,No
1756,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1757,27-33,Female,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,No,Business Centre,Near,High Cost,No,Working,5,No,No,No,No,Yes,More Than 12 Days,No,No,No,No,500 to 2000,High,High,High,No
1758,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1759,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
1760,34-40,Male,Married,9 Above,8,7-10K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Far,High Cost,No,Working,3,Yes,No,No,No,No,More Than 12 Days,Yes,Yes,No,Yes,2000 to 5000,High,High,High,No
1761,19-26,Female,Married,0-2',2,3.5-7K,25-50%,24/7 Operation,No,No,Contract,Yes,Business Centre,Average,High Cost,Yes,Working,2,No,Yes,No,No,Yes,Less Than 12 Days,No,No,No,No,500 to 2000,High,Low,High,No
1762,19-26,Female,Single,0-2',5,3.5-7K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Average,Average,Yes,Working,3,No,No,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
1763,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
1764,27-33,Female,Single,0-2',5,7-10K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Near,High Cost,No,Working,1,No,No,No,No,No,More Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,No
1765,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1766,19-26,Female,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,No,Outskirt Town,Average,Average,No,Working,2,No,Yes,No,No,Yes,More Than 12 Days,No,No,No,Yes,Less Than 200,High,High,High,No
1767,27-33,Female,Married,3-5',8,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Low Cost,No,Working,3,Yes,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,500 to 2000,High,High,High,Yes
1768,27-33,Male,Single,0-2',5,10-15K,25-50%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
1769,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
1770,27-33,Male,Single,0-2',2,3.5-7K,25-50%,Mon-Fri,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,Yes
1771,27-33,Female,Single,0-2',8,15K Above,<25%,Mon-Fri,No,No,Permanant,Yes,Business Centre,Average,Average,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
1772,19-26,Male,Single,0-2',2,3.5-7K,<25%,24/7 Operation,No,No,Permanant,Yes,Town,Near,High Cost,No,Working,4,No,No,No,Yes,No,More Than 12 Days,No,No,No,No,More Than 5000,High,High,High,No
1773,19-26,Male,Single,0-2',8,3.5-7K,Above 100%,Mon-Fri,Yes,Yes,Permanant,Yes,Business Centre,Average,High Cost,No,Working,4,No,No,No,No,No,Less Than 12 Days,No,No,No,Yes,200 to 500,High,High,High,Yes
1774,19-26,Female,Single,3-5',5,3.5-7K,75-100%,24/7 Operation,No,Yes,Permanant,No,Town,Near,Average,Yes,Working,5,No,Yes,No,Yes,Yes,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1775,27-33,Male,Single,0-2',5,7-10K,25-50%,24/7 Operation,No,No,Permanant,No,Business Centre,Near,High Cost,No,Working,3,No,No,No,No,No,More Than 12 Days,No,Yes,No,Yes,More Than 5000,High,High,High,No
1776,19-26,Male,Single,0-2',5,3.5-7K,25-50%,Flexible Hours,Yes,Yes,Permanant,No,Town,Near,Low Cost,Yes,Unemployed/Resigned,3,Yes,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
1777,34-40,Male,Married,9 Above,8 Above,10-15K,75-100%,Flexible Hours,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,3,No,No,No,No,Yes,More Than 12 Days,Yes,No,No,Yes,2000 to 5000,High,High,High,Yes
1778,27-33,Female,Married,0-2',5,3.5-7K,<25%,24/7 Operation,No,Yes,Permanant,Yes,Town,Near,Low Cost,No,Unemployed/Resigned,3,No,Yes,No,Yes,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,No
1779,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
1780,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
1781,27-33,Male,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Far,High Cost,No,Working,1,No,No,Yes,Yes,Yes,More Than 12 Days,Yes,No,No,Yes,More Than 5000,High,High,High,No
1782,19-26,Female,Married,0-2',5,3.5-7K,50-75%,Flexible Hours,No,Yes,Permanant,No,Town,Near,Low Cost,Yes,Working,3,Yes,No,No,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,Yes
1783,40 Above,Male,Married,3-5',8 Above,7-10K,50-75%,Flexible Hours,Yes,Yes,Permanant,Yes,Business Centre,Near,High Cost,No,Working,4,No,No,Yes,Yes,Yes,More Than 12 Days,Yes,No,No,No,More Than 5000,High,High,High,Yes
1784,19-26,Male,Single,3-5',5,3.5-7K,75-100%,Mon-Fri,Yes,Yes,Contract,Yes,Town,Near,Average,Yes,Working,5,Yes,No,No,No,Yes,More Than 12 Days,No,No,No,Yes,2000 to 5000,High,High,High,Yes
1785,27-33,Female,Married,0-2',5,3.5-7K,50-75%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,High Cost,No,Working,3,Yes,Yes,No,No,No,More Than 12 Days,No,No,No,No,200 to 500,High,High,High,Yes
1786,19-26,Male,Single,0-2',5,3.5-7K,Above 100%,24/7 Operation,No,Yes,Permanant,Yes,Business Centre,Near,Average,No,Working,4,Yes,Yes,Yes,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
1787,27-33,Female,Single,3-5',8 Above,15K Above,25-50%,Mon-Fri,No,No,Permanant,Yes,Outskirt Town,Far,Average,Yes,Working,4,Yes,No,Yes,No,No,More Than 12 Days,No,No,Yes,Yes,More Than 5000,High,High,High,No
1788,19-26,Female,Single,3-5',8 Above,3.5-7K,25-50%,Mon-Fri,Yes,No,Permanant,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,Yes,No,2000 to 5000,High,High,High,No
1789,40 Above,Male,Married,3-5',8 Above,7-10K,50-75%,Flexible Hours,Yes,Yes,Permanant,Yes,Business Centre,Near,High Cost,No,Working,4,No,No,Yes,Yes,Yes,More Than 12 Days,Yes,No,No,No,More Than 5000,High,High,High,Yes
1790,27-33,Female,Married,0-2',5,7-10K,25-50%,Mon-Fri,Yes,No,Contract,Yes,Business Centre,Near,Average,Yes,Working,2,No,No,No,No,No,Less Than 12 Days,No,No,No,No,Less Than 200,High,High,High,No
1791,27-33,Female,Married,0-2',5,3.5-7K,50-75%,Mon-Fri,No,Yes,Permanant,Yes,Town,Average,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,Yes,No,More Than 5000,High,High,High,Yes
1792,19-26,Male,Single,0-2',2,3.5-7K,<25%,Mon-Fri,No,No,Contract,Yes,Town,Average,High Cost,Yes,Working,3,No,No,Yes,No,No,More Than 12 Days,No,No,No,No,More Than 5000,Low,High,High,No
1793,19-26,Male,Single,0-2',5,7-10K,50-75%,24/7 Operation,No,No,Contract,Yes,Business Centre,Near,Average,No,Working,4,No,Yes,Yes,No,Yes,More Than 12 Days,No,No,No,Yes,More Than 5000,High,High,High,Yes
1794,27-33,Male,Single,0-2',5,3.5-7K,50-75%,Mon-Fri,Yes,Yes,Contract,Yes,Business Centre,Far,Average,Yes,Working,3,No,No,No,No,No,More Than 12 Days,No,No,No,No,2000 to 5000,High,High,High,Yes
